Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
54,2.0,0.0,1220.0,14.0,175.0,4152.0,0.0,157.9040000099995,157.9040000099995,0.0,483.43107891082764,,,,,,,,,,,,,,,,59.51116936856603,42.76290788622625,147.637182553054,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.0,0.0,1312.0,15.0,92.0,4244.0,0.0,47.906000010000085,47.906000010000085,0.0,490.28269815444946,,,,,,,,,,,,,,,,19.026451200196373,13.052806547131082,46.20176826784977,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,0.0,1382.0,16.0,70.0,4314.0,0.0,60.50300001000004,60.50300001000004,0.0,495.8546814918518,,,,,,,,,,,,,,,,27.589938773845827,18.2213131490501,58.63033463046126,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2.0,0.0,1438.0,17.0,56.0,4370.0,0.0,56.702000010000035,56.702000010000035,0.0,500.31551122665405,,,,,,,,,,,,,,,,23.188004790807764,16.70349270305461,55.45893067238717,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,0.0,1503.0,18.0,65.0,4435.0,0.0,54.80400001000002,54.80400001000002,0.0,505.3153042793274,,,,,,,,,,,,,,,,24.91345096997119,17.646525867581587,53.237863560512416,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2.0,0.0,1515.0,19.0,12.0,4447.0,0.0,8.202000009999999,8.202000009999999,0.0,506.7737863063812,,,,,,,,,,,,,,,,2.430464569179674,2.73861934081747,8.181015450620466,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,0.0,1623.0,20.0,108.0,4555.0,0.0,61.30200001000012,61.30200001000012,0.0,514.6681447029114,,,,,,,,,,,,,,,,27.168597059536552,15.138049561434558,58.426217745315384,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,239.0,1.0,239.0,4794.0,0.0,238.09999999999923,238.09999999999923,0.0,624.5751719474792,,,,,,,,,,,,,,,,101.61030634630136,56.275909881337356,214.02916594918315,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,310.0,2.0,71.0,4865.0,0.0,75.20300001000003,75.20300001000003,0.0,630.0206949710846,,,,,,,,,,,,,,,,30.004641320526574,23.14580975635278,73.14581629253513,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,402.0,3.0,92.0,4957.0,0.0,81.80300001000002,81.80300001000002,0.0,637.1345221996307,,,,,,,,,,,,,,,,31.265718459142146,22.869677341360884,79.00555947123019,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,640.0,4.0,238.0,5195.0,0.0,164.41199999999984,164.41199999999984,0.0,653.7937369346619,,,,,,,,,,,,,,,,77.96912976333728,36.87087721919162,146.00134846479054,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,657.0,5.0,17.0,5212.0,0.0,11.103000009999995,11.103000009999995,0.0,655.548830986023,,,,,,,,,,,,,,,,3.152248861979742,3.5348213013728276,11.060472251597941,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,674.0,6.0,17.0,5229.0,0.0,12.202000009999995,12.202000009999995,0.0,657.3410036563873,,,,,,,,,,,,,,,,3.6319242280799893,3.9453895747364305,12.152409707830468,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,693.0,7.0,19.0,5248.0,0.0,14.802000009999995,14.802000009999995,0.0,659.22283244133,,,,,,,,,,,,,,,,4.512415705999501,4.858522266728432,14.7309951066927,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,714.0,8.0,21.0,5269.0,0.0,19.803000010000005,19.803000010000005,0.0,661.3550724983215,,,,,,,,,,,,,,,,6.774080312157933,6.714065371970287,19.680424748192873,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,750.0,9.0,36.0,5305.0,0.0,19.305000009999993,19.305000009999993,0.0,664.331479549408,,,,,,,,,,,,,,,,4.6921286146171175,5.473709755788422,19.155238618492277,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,828.0,10.0,78.0,5383.0,0.0,62.70300001000008,62.70300001000008,0.0,670.5192124843597,,,,,,,,,,,,,,,,22.959601890797884,17.218567164018936,60.97312418670449,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,879.0,11.0,51.0,5434.0,0.0,44.40700001000001,44.40700001000001,0.0,674.5688831806183,,,,,,,,,,,,,,,,17.396741920779053,13.854945557249263,43.563329501541794,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,912.0,12.0,33.0,5467.0,0.0,38.00200001000001,38.00200001000001,0.0,677.4198734760284,,,,,,,,,,,,,,,,15.131746455916929,12.475838104067138,37.540192569524265,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,983.0,13.0,71.0,5538.0,0.0,74.70200000999995,74.70200000999995,0.0,682.8589246273041,,,,,,,,,,,,,,,,29.35215995768598,22.368324340053285,72.69068734034467,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,1052.0,14.0,69.0,5607.0,0.0,60.302000010000036,60.302000010000036,0.0,688.1021463871002,,,,,,,,,,,,,,,,27.583795817434876,17.51171282315043,58.45717527387088,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,1117.0,15.0,65.0,5672.0,0.0,47.80500001000001,47.80500001000001,0.0,693.0493092536926,,,,,,,,,,,,,,,,21.972943946342667,14.649946271244103,46.42318183532306,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,1254.0,16.0,137.0,5809.0,0.0,90.10200000999995,90.10200000999995,0.0,702.9306371212006,,,,,,,,,,,,,,,,44.95403915393322,23.33924196759214,84.02732396988108,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
